date,value,GPD_per_capita,eu_prod_index
2009-03-10,671045.8070131654,52722.21306,87.9
2009-03-11,697626.4474683469,52722.21306,87.9
2009-03-12,742426.8193426083,52722.21306,87.9
2009-03-13,862216.1079778413,52722.21306,87.9
2009-03-14,929385.0777511434,52722.21306,87.9
2009-03-15,917909.5963920053,52722.21306,87.9
2009-03-16,703778.9388909377,52722.21306,87.9
2009-03-17,708897.5888699489,52722.21306,87.9
2009-03-18,756953.133811176,52722.21306,87.9
2009-03-19,723470.9321749397,52722.21306,87.9
2009-03-20,806895.7858866339,52722.21306,87.9
2009-03-21,980569.8654458569,52722.21306,87.9
2009-03-22,920479.4001421221,52722.21306,87.9
2009-03-23,706431.9618128831,52722.21306,87.9
2009-03-24,672671.3234260314,52722.21306,87.9
2009-03-25,670720.951115633,52722.21306,87.9
2009-03-26,728320.026874892,52722.21306,87.9
2009-03-27,829482.5897495312,52722.21306,87.9
2009-03-28,863647.9231603476,52722.21306,87.9
2009-03-29,972015.3504850715,52722.21306,87.9
2009-03-30,676102.8821651326,52722.21306,87.9
2009-03-31,736892.1304321709,52722.21306,87.9
2009-04-01,665096.4472085517,52722.21306,86.7
2009-04-02,691360.150021135,52722.21306,86.7
2009-04-03,821690.4937665992,52722.21306,86.7
2009-04-04,908819.7672600014,52722.21306,86.7
2009-04-05,940705.4948461391,52722.21306,86.7
2009-04-06,746573.8276121476,52722.21306,86.7
2009-04-07,705884.3622378951,52722.21306,86.7
2009-04-08,680102.9461748428,52722.21306,86.7
2009-04-09,687603.7380193016,52722.21306,86.7
2009-04-10,803012.0081629422,52722.21306,86.7
2009-04-11,932121.9906800948,52722.21306,86.7
2009-04-12,979182.7277574872,52722.21306,86.7
2009-04-13,854041.5552630404,52722.21306,86.7
2009-04-14,961499.2781704788,52722.21306,86.7
2009-04-15,1061450.9590383105,52722.21306,86.7
2009-04-16,1079881.5653433437,52722.21306,86.7
2009-04-17,1096656.9338532498,52722.21306,86.7
2009-04-18,1256849.748943314,52722.21306,86.7
2009-04-19,1168706.91136057,52722.21306,86.7
2009-04-20,762573.2198686718,52722.21306,86.7
2009-04-21,730184.1105199591,52722.21306,86.7
2009-04-22,699961.9214168666,52722.21306,86.7
2009-04-23,691382.8361266057,52722.21306,86.7
2009-04-24,793880.5561722049,52722.21306,86.7
2009-04-25,908416.8950704031,52722.21306,86.7
2009-04-26,894231.3344499915,52722.21306,86.7
2009-04-27,670355.2514646602,52722.21306,86.7
2009-04-28,710720.800274126,52722.21306,86.7
2009-04-29,678936.218315508,52722.21306,86.7
2009-04-30,718711.0182000528,52722.21306,86.7
2009-05-01,839503.4295321343,52722.21306,88.7
2009-05-02,1005075.3467195283,52722.21306,88.7
2009-05-03,1106751.3127788098,52722.21306,88.7
2009-05-04,838151.5563731353,52722.21306,88.7
2009-05-05,857461.9311518605,52722.21306,88.7
2009-05-06,862272.9308760781,52722.21306,88.7
2009-05-07,803946.9617073827,52722.21306,88.7
2009-05-08,966184.9378825949,52722.21306,88.7
2009-05-09,1106378.678275452,52722.21306,88.7
2009-05-10,1089990.5053125808,52722.21306,88.7
2009-05-11,771951.2984873648,52722.21306,88.7
2009-05-12,746028.2819962265,52722.21306,88.7
2009-05-13,697442.419908289,52722.21306,88.7
2009-05-14,653761.8496342264,52722.21306,88.7
2009-05-15,774782.303110102,52722.21306,88.7
2009-05-16,916273.4372218774,52722.21306,88.7
2009-05-17,887261.8694895613,52722.21306,88.7
2009-05-18,729393.5918695163,52722.21306,88.7
2009-05-19,648951.9867189132,52722.21306,88.7
2009-05-20,688103.1474207767,52722.21306,88.7
2009-05-21,688756.9004983626,52722.21306,88.7
2009-05-22,797780.9708644061,52722.21306,88.7
2009-05-23,1031699.8551663721,52722.21306,88.7
2009-05-24,1031772.3480612494,52722.21306,88.7
2009-05-25,779334.1835422048,52722.21306,88.7
2009-05-26,828752.1273248275,52722.21306,88.7
2009-05-27,776145.7434054315,52722.21306,88.7
2009-05-28,719540.7721216505,52722.21306,88.7
2009-05-29,804748.7388180329,52722.21306,88.7
2009-05-30,879108.3010587861,52722.21306,88.7
2009-05-31,846499.0325561095,52722.21306,88.7
2009-06-01,742949.2839201707,52722.21306,89.3
2009-06-02,789770.2085383006,52722.21306,89.3
2009-06-03,873182.204310888,52722.21306,89.3
2009-06-04,935326.4639357838,52722.21306,89.3
2009-06-05,1018754.4098276471,52722.21306,89.3
2009-06-06,1192698.7371229017,52722.21306,89.3
2009-06-07,1075455.7700567609,52722.21306,89.3
2009-06-08,756240.023049826,52722.21306,89.3
2009-06-09,689031.1937028662,52722.21306,89.3
2009-06-10,684732.3119096784,52722.21306,89.3
2009-06-11,617641.1025288819,52722.21306,89.3
2009-06-12,773850.2756935109,52722.21306,89.3
2009-06-13,837306.3186578249,52722.21306,89.3
2009-06-14,844914.8354969167,52722.21306,89.3
2009-06-15,667897.8871476417,52722.21306,89.3
2009-06-16,655173.8135673518,52722.21306,89.3
2009-06-17,665904.4026649551,52722.21306,89.3
2009-06-18,628981.2112139448,52722.21306,89.3
2009-06-19,755055.3673164842,52722.21306,89.3
2009-06-20,823562.8516697501,52722.21306,89.3
2009-06-21,833080.1302626823,52722.21306,89.3
2009-06-22,644088.0717103948,52722.21306,89.3
2009-06-23,635823.4879385827,52722.21306,89.3
2009-06-24,650243.7964331019,52722.21306,89.3
2009-06-25,643377.4288562548,52722.21306,89.3
2009-06-26,736556.7908538951,52722.21306,89.3
2009-06-27,845050.0005222107,52722.21306,89.3
2009-06-28,855324.6053887296,52722.21306,89.3
2009-06-29,616518.6699966721,52722.21306,89.3
2009-06-30,641527.8805855417,52722.21306,89.3
2009-07-01,640408.7521553286,52722.21306,89.4
2009-07-02,655958.9509810742,52722.21306,89.4
2009-07-03,752372.2226787851,52722.21306,89.4
2009-07-04,809642.9386666339,52722.21306,89.4
2009-07-05,854902.1189571872,52722.21306,89.4
2009-07-06,623788.2036029967,52722.21306,89.4
2009-07-07,619591.7665811771,52722.21306,89.4
2009-07-08,635631.7828977121,52722.21306,89.4
2009-07-09,627450.2447540973,52722.21306,89.4
2009-07-10,730971.2059320306,52722.21306,89.4
2009-07-11,845591.8480974325,52722.21306,89.4
2009-07-12,799461.1784958704,52722.21306,89.4
2009-07-13,648242.9591195987,52722.21306,89.4
2009-07-14,640151.0921988343,52722.21306,89.4
2009-07-15,619699.2662674144,52722.21306,89.4
2009-07-16,618805.288974364,52722.21306,89.4
2009-07-17,668018.4439271538,52722.21306,89.4
2009-07-18,801531.4808675151,52722.21306,89.4
2009-07-19,815484.874635067,52722.21306,89.4
2009-07-20,651574.3484226143,52722.21306,89.4
2009-07-21,588722.6665374984,52722.21306,89.4
2009-07-22,616178.1049966193,52722.21306,89.4
2009-07-23,611229.0565108394,52722.21306,89.4
2009-07-24,669490.9514203165,52722.21306,89.4
2009-07-25,799919.6161219206,52722.21306,89.4
2009-07-26,775527.1964081285,52722.21306,89.4
2009-07-27,623279.5483965988,52722.21306,89.4
2009-07-28,568639.6445237375,52722.21306,89.4
2009-07-29,577779.7777391885,52722.21306,89.4
2009-07-30,597368.5083995685,52722.21306,89.4
2009-07-31,721297.4088470521,52722.21306,89.4
2009-08-01,780344.8987857238,52722.21306,89.4
2009-08-02,736714.8748807502,52722.21306,89.4
2009-08-03,573576.7377601807,52722.21306,89.4
2009-08-04,593048.0782405075,52722.21306,89.4
2009-08-05,612373.0359496241,52722.21306,89.4
2009-08-06,578598.7291429673,52722.21306,89.4
2009-08-07,684656.311828257,52722.21306,89.4
2009-08-08,769345.6038557211,52722.21306,89.4
2009-08-09,745738.7631378267,52722.21306,89.4
2009-08-10,624187.0250347053,52722.21306,89.4
2009-08-11,596590.5262730815,52722.21306,89.4
2009-08-12,614971.7104381294,52722.21306,89.4
2009-08-13,620810.0343303442,52722.21306,89.4
2009-08-14,700961.1567823433,52722.21306,89.4
2009-08-15,760427.4420790973,52722.21306,89.4
2009-08-16,835050.6124997936,52722.21306,89.4
2009-08-17,616674.6773916727,52722.21306,89.4
2009-08-18,597954.8662312774,52722.21306,89.4
2009-08-19,628672.4214861002,52722.21306,89.4
2009-08-20,603887.4596177608,52722.21306,89.4
2009-08-21,679974.6650953386,52722.21306,89.4
2009-08-22,776254.2166203356,52722.21306,89.4
2009-08-23,759697.6645216175,52722.21306,89.4
2009-08-24,638215.8646678737,52722.21306,89.4
2009-08-25,598379.6723601503,52722.21306,89.4
2009-08-26,603470.4200245396,52722.21306,89.4
2009-08-27,601671.912990992,52722.21306,89.4
2009-08-28,689731.4302360239,52722.21306,89.4
2009-08-29,772131.428459677,52722.21306,89.4
2009-08-30,782048.834411192,52722.21306,89.4
2009-08-31,601886.5899312411,52722.21306,89.4
2009-09-01,607085.9666578737,52722.21306,91.6
2009-09-02,611212.9052267954,52722.21306,91.6
2009-09-03,638215.1249836567,52722.21306,91.6
2009-09-04,695464.0206590188,52722.21306,91.6
2009-09-05,785812.6907427707,52722.21306,91.6
2009-09-06,744202.1734902983,52722.21306,91.6
2009-09-07,607065.7550907383,52722.21306,91.6
2009-09-08,626346.4327878659,52722.21306,91.6
2009-09-09,638068.7919308497,52722.21306,91.6
2009-09-10,594647.7299539321,52722.21306,91.6
2009-09-11,689341.8018145054,52722.21306,91.6
2009-09-12,791407.8390196045,52722.21306,91.6
2009-09-13,785516.4925922602,52722.21306,91.6
2009-09-14,605833.3694561371,52722.21306,91.6
2009-09-15,592489.6682836551,52722.21306,91.6
2009-09-16,591664.4366989215,52722.21306,91.6
2009-09-17,599312.3107589628,52722.21306,91.6
2009-09-18,705547.7403153082,52722.21306,91.6
2009-09-19,803878.3444170693,52722.21306,91.6
2009-09-20,804287.0574409777,52722.21306,91.6
2009-09-21,607313.8577561666,52722.21306,91.6
2009-09-22,632906.9420523532,52722.21306,91.6
2009-09-23,614030.7940471345,52722.21306,91.6
2009-09-24,629852.3421758228,52722.21306,91.6
2009-09-25,724181.6698289936,52722.21306,91.6
2009-09-26,785044.6403636178,52722.21306,91.6
2009-09-27,751266.8442965553,52722.21306,91.6
2009-09-28,611008.4586559252,52722.21306,91.6
2009-09-29,609134.5917275388,52722.21306,91.6
2009-09-30,572872.4692545108,52722.21306,91.6
2009-10-01,611199.324228678,52722.21306,91.2
2009-10-02,664748.2737660814,52722.21306,91.2
2009-10-03,774815.2803845685,52722.21306,91.2
2009-10-04,841065.1469237767,52722.21306,91.2
2009-10-05,594266.9863685495,52722.21306,91.2
2009-10-06,591550.9590237751,52722.21306,91.2
2009-10-07,610177.1473369505,52722.21306,91.2
2009-10-08,598223.2583995989,52722.21306,91.2
2009-10-09,700497.2403552698,52722.21306,91.2
2009-10-10,804381.7409264538,52722.21306,91.2
2009-10-11,757222.3491682899,52722.21306,91.2
2009-10-12,625455.8830158316,52722.21306,91.2
2009-10-13,632084.5957010186,52722.21306,91.2
2009-10-14,622537.9561129637,52722.21306,91.2
2009-10-15,620685.2277543568,52722.21306,91.2
2009-10-16,698396.1802274045,52722.21306,91.2
2009-10-17,824829.8970066546,52722.21306,91.2
2009-10-18,801620.1222791345,52722.21306,91.2
2009-10-19,632248.4843036653,52722.21306,91.2
2009-10-20,624849.7595955959,52722.21306,91.2
2009-10-21,628692.6870953683,52722.21306,91.2
2009-10-22,636019.7589480584,52722.21306,91.2
2009-10-23,704991.9939478501,52722.21306,91.2
2009-10-24,818777.0030581452,52722.21306,91.2
2009-10-25,787409.0679203969,52722.21306,91.2
2009-10-26,576253.2641523427,52722.21306,91.2
2009-10-27,609544.5030388555,52722.21306,91.2
2009-10-28,582338.8401080224,52722.21306,91.2
2009-10-29,613244.6813604272,52722.21306,91.2
2009-10-30,758618.9290815851,52722.21306,91.2
2009-10-31,836978.1421314862,52722.21306,91.2
2009-11-01,772815.3930305243,52722.21306,91.4
2009-11-02,609135.911307257,52722.21306,91.4
2009-11-03,653720.9145174478,52722.21306,91.4
2009-11-04,644670.7164386882,52722.21306,91.4
2009-11-05,642404.3783730537,52722.21306,91.4
2009-11-06,723711.8585285532,52722.21306,91.4
2009-11-07,857550.0219414526,52722.21306,91.4
2009-11-08,847745.8965464684,52722.21306,91.4
2009-11-09,640638.1005983807,52722.21306,91.4
2009-11-10,622738.9341517594,52722.21306,91.4
2009-11-11,616470.2028768647,52722.21306,91.4
2009-11-12,637763.8454661665,52722.21306,91.4
2009-11-13,784287.3962202584,52722.21306,91.4
2009-11-14,835320.1743516349,52722.21306,91.4
2009-11-15,846066.512745352,52722.21306,91.4
2009-11-16,630974.3864914987,52722.21306,91.4
2009-11-17,651426.1711449616,52722.21306,91.4
2009-11-18,646837.0316582142,52722.21306,91.4
2009-11-19,662809.8561563406,52722.21306,91.4
2009-11-20,737699.9057714378,52722.21306,91.4
2009-11-21,837279.3090539393,52722.21306,91.4
2009-11-22,878756.203607138,52722.21306,91.4
2009-11-23,650504.5395977884,52722.21306,91.4
2009-11-24,645109.8674816715,52722.21306,91.4
2009-11-25,630299.363211639,52722.21306,91.4
2009-11-26,644320.6796903686,52722.21306,91.4
2009-11-27,714860.1495364091,52722.21306,91.4
2009-11-28,875675.2802160415,52722.21306,91.4
2009-11-29,861520.2183008331,52722.21306,91.4
2009-11-30,655296.3574740486,52722.21306,91.4
2009-12-01,688332.0101947547,52722.21306,91.5
2009-12-02,638874.5293364385,52722.21306,91.5
2009-12-03,672736.1808158963,52722.21306,91.5
2009-12-04,768172.2825283215,52722.21306,91.5
2009-12-05,870518.3469540146,52722.21306,91.5
2009-12-06,922491.0016163855,52722.21306,91.5
2009-12-07,662021.0923540797,52722.21306,91.5
2009-12-08,707509.102407886,52722.21306,91.5
2009-12-09,659561.1722973795,52722.21306,91.5
2009-12-10,692258.3383766683,52722.21306,91.5
2009-12-11,774958.4649486942,52722.21306,91.5
2009-12-12,876471.6990299767,52722.21306,91.5
2009-12-13,868153.4325481392,52722.21306,91.5
2009-12-14,683388.2809719401,52722.21306,91.5
2009-12-15,690169.2271096415,52722.21306,91.5
2009-12-16,679261.930133961,52722.21306,91.5
2009-12-17,683655.3160897815,52722.21306,91.5
2009-12-18,796628.3481655372,52722.21306,91.5
2009-12-19,920146.4791915108,52722.21306,91.5
2009-12-20,927956.7386508115,52722.21306,91.5
2009-12-21,671698.6786231414,52722.21306,91.5
2009-12-22,675128.7517980372,52722.21306,91.5
2009-12-23,695763.8927860467,52722.21306,91.5
2009-12-24,661369.8942799363,52722.21306,91.5
2009-12-25,919880.8308451753,52722.21306,91.5
2009-12-26,1230663.3269168749,52722.21306,91.5
2009-12-27,1786537.13070418,52722.21306,91.5
2009-12-28,1730978.7886338318,52722.21306,91.5
2009-12-29,2063454.1472560153,52722.21306,91.5
2009-12-30,2051928.648957598,52722.21306,91.5
2009-12-31,1819252.4063967708,52722.21306,91.5
2010-01-01,1610046.6265577192,50999.74512,93.1
2010-01-02,1378514.1788953037,50999.74512,93.1
2010-01-03,1113732.828112019,50999.74512,93.1
2010-01-04,840126.427292808,50999.74512,93.1
2010-01-05,845582.8328381616,50999.74512,93.1
2010-01-06,849345.3159645285,50999.74512,93.1
2010-01-07,833923.2407813246,50999.74512,93.1
2010-01-08,846241.498769016,50999.74512,93.1
2010-01-09,959370.2957984704,50999.74512,93.1
2010-01-10,925256.6707116691,50999.74512,93.1
2010-01-11,710022.2993954066,50999.74512,93.1
2010-01-12,701363.9526057001,50999.74512,93.1
2010-01-13,702882.6121029499,50999.74512,93.1
2010-01-14,675400.0254849888,50999.74512,93.1
2010-01-15,871630.2280177481,50999.74512,93.1
2010-01-16,919076.1744920677,50999.74512,93.1
2010-01-17,879899.9515787298,50999.74512,93.1
2010-01-18,745255.2800616818,50999.74512,93.1
2010-01-19,751824.9665168917,50999.74512,93.1
2010-01-20,737872.1550528412,50999.74512,93.1
2010-01-21,647328.1029870526,50999.74512,93.1
2010-01-22,823038.1379245862,50999.74512,93.1
2010-01-23,881281.6032718103,50999.74512,93.1
2010-01-24,926967.7370154944,50999.74512,93.1
2010-01-25,694892.0664698475,50999.74512,93.1
2010-01-26,734996.9713142358,50999.74512,93.1
2010-01-27,724311.2898499891,50999.74512,93.1
2010-01-28,714785.9854944062,50999.74512,93.1
2010-01-29,843589.5454650678,50999.74512,93.1
2010-01-30,975942.3603461958,50999.74512,93.1
2010-01-31,922166.5409032214,50999.74512,93.1
2010-02-01,741674.191009492,50999.74512,92.6
2010-02-02,720070.0780690841,50999.74512,92.6
2010-02-03,742780.8860891656,50999.74512,92.6
2010-02-04,738838.9135729489,50999.74512,92.6
2010-02-05,816894.7548123719,50999.74512,92.6
2010-02-06,973598.0991937629,50999.74512,92.6
2010-02-07,906227.7454672045,50999.74512,92.6
2010-02-08,775029.6683897268,50999.74512,92.6
2010-02-09,716088.6579464048,50999.74512,92.6
2010-02-10,720675.1834450371,50999.74512,92.6
2010-02-11,767767.0505520775,50999.74512,92.6
2010-02-12,798779.7764248406,50999.74512,92.6
2010-02-13,933839.9725270063,50999.74512,92.6
2010-02-14,959963.0274329786,50999.74512,92.6
2010-02-15,698712.7113585883,50999.74512,92.6
2010-02-16,708643.0730815738,50999.74512,92.6
2010-02-17,703895.8075339278,50999.74512,92.6
2010-02-18,789007.9756857598,50999.74512,92.6
2010-02-19,829927.7541479344,50999.74512,92.6
2010-02-20,922533.0311648878,50999.74512,92.6
2010-02-21,947308.0478406171,50999.74512,92.6
2010-02-22,727545.5861800418,50999.74512,92.6
2010-02-23,726282.151376866,50999.74512,92.6
2010-02-24,729379.320174828,50999.74512,92.6
2010-02-25,716914.9379949433,50999.74512,92.6
2010-02-26,860806.9981896231,50999.74512,92.6
2010-02-27,974126.8772088569,50999.74512,92.6
2010-02-28,882097.9690315323,50999.74512,92.6
2010-03-01,724319.6957237481,50999.74512,94.3
2010-03-02,782716.9846138209,50999.74512,94.3
2010-03-03,757161.3968514679,50999.74512,94.3
2010-03-04,717143.67755536,50999.74512,94.3
2010-03-05,876119.1888989036,50999.74512,94.3
2010-03-06,985200.6166084537,50999.74512,94.3
2010-03-07,979127.7173853697,50999.74512,94.3
2010-03-08,737774.9930968923,50999.74512,94.3
2010-03-09,773947.3209788614,50999.74512,94.3
2010-03-10,754538.682225728,50999.74512,94.3
2010-03-11,732033.0477293925,50999.74512,94.3
2010-03-12,834966.5205262863,50999.74512,94.3
2010-03-13,989250.1977070634,50999.74512,94.3
2010-03-14,957271.2729895124,50999.74512,94.3
2010-03-15,764296.923669931,50999.74512,94.3
2010-03-16,743814.9000248301,50999.74512,94.3
2010-03-17,795939.4981791824,50999.74512,94.3
2010-03-18,782041.7727388588,50999.74512,94.3
2010-03-19,877940.3480395768,50999.74512,94.3
2010-03-20,986941.7773451158,50999.74512,94.3
2010-03-21,968575.0044405642,50999.74512,94.3
2010-03-22,756479.4265953256,50999.74512,94.3
2010-03-23,759520.5848878566,50999.74512,94.3
2010-03-24,737623.3161134266,50999.74512,94.3
2010-03-25,734335.0859232616,50999.74512,94.3
2010-03-26,842703.0890263782,50999.74512,94.3
2010-03-27,947716.8117172982,50999.74512,94.3
2010-03-28,953659.4942402383,50999.74512,94.3
2010-03-29,749895.3122760168,50999.74512,94.3
2010-03-30,789994.4392472315,50999.74512,94.3
2010-03-31,740032.44364371,50999.74512,94.3
2010-04-01,710515.2681457769,50999.74512,94.8
2010-04-02,866623.2173222302,50999.74512,94.8
2010-04-03,963758.5933520661,50999.74512,94.8
2010-04-04,1076935.209723865,50999.74512,94.8
2010-04-05,906449.1341861299,50999.74512,94.8
2010-04-06,985485.483352726,50999.74512,94.8
2010-04-07,1074437.3254849268,50999.74512,94.8
2010-04-08,1115961.7370282407,50999.74512,94.8
2010-04-09,1264929.5125123828,50999.74512,94.8
2010-04-10,1350851.9194038394,50999.74512,94.8
2010-04-11,1237869.2410708042,50999.74512,94.8
2010-04-12,805278.8942134224,50999.74512,94.8
2010-04-13,785154.545276914,50999.74512,94.8
2010-04-14,751880.8354976028,50999.74512,94.8
2010-04-15,721577.9067280213,50999.74512,94.8
2010-04-16,877553.6015681573,50999.74512,94.8
2010-04-17,924172.6897450774,50999.74512,94.8
2010-04-18,916197.2760699608,50999.74512,94.8
2010-04-19,758044.7320748247,50999.74512,94.8
2010-04-20,726789.6372147771,50999.74512,94.8
2010-04-21,730211.7017087119,50999.74512,94.8
2010-04-22,747882.696378547,50999.74512,94.8
2010-04-23,844837.4956529706,50999.74512,94.8
2010-04-24,985522.4795856227,50999.74512,94.8
2010-04-25,966182.3386346304,50999.74512,94.8
2010-04-26,702289.4922376872,50999.74512,94.8
2010-04-27,713088.8218693237,50999.74512,94.8
2010-04-28,747291.2514438495,50999.74512,94.8
2010-04-29,721345.3767165628,50999.74512,94.8
2010-04-30,888992.499445733,50999.74512,94.8
2010-05-01,964065.1659528391,50999.74512,96.5
2010-05-02,1035497.367249254,50999.74512,96.5
2010-05-03,843609.8051924773,50999.74512,96.5
2010-05-04,879311.8686142772,50999.74512,96.5
2010-05-05,894975.998131698,50999.74512,96.5
2010-05-06,860816.629600746,50999.74512,96.5
2010-05-07,984280.0437853965,50999.74512,96.5
2010-05-08,1134559.1875888626,50999.74512,96.5
2010-05-09,1145470.0255758588,50999.74512,96.5
2010-05-10,915635.9738928045,50999.74512,96.5
2010-05-11,856246.4505945346,50999.74512,96.5
2010-05-12,752682.5443214229,50999.74512,96.5
2010-05-13,783141.0171562439,50999.74512,96.5
2010-05-14,905721.8150855349,50999.74512,96.5
2010-05-15,1001189.3558197375,50999.74512,96.5
2010-05-16,1121831.8383106657,50999.74512,96.5
2010-05-17,883487.6820877948,50999.74512,96.5
2010-05-18,920262.4082591655,50999.74512,96.5
2010-05-19,840413.3674524305,50999.74512,96.5
2010-05-20,778974.3556592986,50999.74512,96.5
2010-05-21,857872.672811694,50999.74512,96.5
2010-05-22,974980.78610012,50999.74512,96.5
2010-05-23,934567.8148545753,50999.74512,96.5
2010-05-24,735504.2847797086,50999.74512,96.5
2010-05-25,850521.2489904648,50999.74512,96.5
2010-05-26,920207.825804292,50999.74512,96.5
2010-05-27,928107.3736147166,50999.74512,96.5
2010-05-28,1113517.6186657986,50999.74512,96.5
2010-05-29,1246612.7991271268,50999.74512,96.5
2010-05-30,1142709.996281569,50999.74512,96.5
2010-05-31,813020.1126425259,50999.74512,96.5
2010-06-01,765541.8923303353,50999.74512,96.6
2010-06-02,685994.2118354514,50999.74512,96.6
2010-06-03,672440.8308874856,50999.74512,96.6
2010-06-04,816527.7500016283,50999.74512,96.6
2010-06-05,919445.4430012698,50999.74512,96.6
2010-06-06,937970.1953578242,50999.74512,96.6
2010-06-07,652597.4669277305,50999.74512,96.6
2010-06-08,689504.7895964027,50999.74512,96.6
2010-06-09,698206.6719393767,50999.74512,96.6
2010-06-10,707248.8287144753,50999.74512,96.6
2010-06-11,787906.6869142202,50999.74512,96.6
2010-06-12,910270.6044382672,50999.74512,96.6
2010-06-13,917717.5661267182,50999.74512,96.6
2010-06-14,676220.6403738897,50999.74512,96.6
2010-06-15,707610.046377558,50999.74512,96.6
2010-06-16,681949.5709268892,50999.74512,96.6
2010-06-17,693974.5439571681,50999.74512,96.6
2010-06-18,753649.665340198,50999.74512,96.6
2010-06-19,891055.7226882663,50999.74512,96.6
2010-06-20,854166.726414735,50999.74512,96.6
2010-06-21,664299.1900517282,50999.74512,96.6
2010-06-22,671842.0509225363,50999.74512,96.6
2010-06-23,655564.6899062626,50999.74512,96.6
2010-06-24,677997.9637973494,50999.74512,96.6
2010-06-25,812733.4537946898,50999.74512,96.6
2010-06-26,899746.6102560934,50999.74512,96.6
2010-06-27,887506.6314523285,50999.74512,96.6
2010-06-28,690880.5322290077,50999.74512,96.6
2010-06-29,654861.8033457384,50999.74512,96.6
2010-06-30,671454.3507946999,50999.74512,96.6
2010-07-01,645013.7878341046,50999.74512,96.2
2010-07-02,755803.5950375374,50999.74512,96.2
2010-07-03,911180.5066151579,50999.74512,96.2
2010-07-04,855919.0277571399,50999.74512,96.2
2010-07-05,691950.5481859992,50999.74512,96.2
2010-07-06,629726.6670627561,50999.74512,96.2
2010-07-07,656046.7808172929,50999.74512,96.2
2010-07-08,640477.3266969188,50999.74512,96.2
2010-07-09,768512.2078519475,50999.74512,96.2
2010-07-10,855864.2518138742,50999.74512,96.2
2010-07-11,899557.8930302924,50999.74512,96.2
2010-07-12,661800.541898167,50999.74512,96.2
2010-07-13,657317.9344141766,50999.74512,96.2
